dataset,trial_id,block,cue,cue_sample,cue_end_sample,cue_duration_s,target_sample,target_status,platform_end_sample,platform_sign,click_sample,click_side,response_sample,response_status,target_s,response_s,rt_s,correctness,correctness_reason,timeout,timeout_reason,cue_platform_disagree,valid_events,n_platforms,n_clicks,end_s,gap_s,filter_mode,pretarget_only,filter_start_sample,filter_stop_sample,retained,reason,epoch_start_sample,epoch_end_exclusive,saturation_fraction,PTP,max_jump
A1,16,0,-1,37789,37841,0.203125,38356,platform_onset_hypothesis,38614,-1.0,,,38614,platform_end_proxy,2.21484375,3.22265625,1.0078125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.12265625,0.1,causal,False,0,47511,True,retained,37725,38589,0.0,466.18750081272225,11.337703668042082
A1,17,0,1,39897,39949,0.203125,40465,platform_onset_hypothesis,40824,1.0,,,40824,platform_end_proxy,2.21875,3.62109375,1.40234375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.52109375,0.1,causal,False,0,47511,True,retained,39833,40799,0.0,380.426445510353,8.12448667314652
A1,18,0,-1,42110,42162,0.203125,42677,platform_onset_hypothesis,42997,-1.0,,,42997,platform_end_proxy,2.21484375,3.46484375,1.25,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.36484375,0.1,causal,False,0,47511,False,block_boundary_24s_buffer,42046,42972,,,
A1,19,0,-1,44282,44334,0.203125,44849,platform_onset_hypothesis,45160,-1.0,,,45160,platform_end_proxy,2.21484375,3.4296875,1.21484375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.3296875,0.1,causal,False,0,47511,False,block_boundary_24s_buffer,44218,45135,,,
A1,20,0,1,46443,46495,0.203125,47010,platform_onset_hypothesis,47295,1.0,,,47295,platform_end_proxy,2.21484375,3.328125,1.11328125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.228125,0.1,causal,False,0,47511,False,block_boundary_24s_buffer,46379,47270,,,
A1,21,1,-1,48579,48631,0.203125,49147,platform_onset_hypothesis,49392,-1.0,,,49392,platform_end_proxy,2.21875,3.17578125,0.95703125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.07578125,0.1,causal,False,47511,90403,False,block_boundary_24s_buffer,48515,49367,,,
A1,22,1,-1,50676,50728,0.203125,51243,platform_onset_hypothesis,51571,-1.0,,,51571,platform_end_proxy,2.21484375,3.49609375,1.28125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.39609375,0.1,causal,False,47511,90403,False,block_boundary_24s_buffer,50612,51546,,,
A1,23,1,1,52856,52908,0.203125,53423,platform_onset_hypothesis,53716,1.0,,,53716,platform_end_proxy,2.21484375,3.359375,1.14453125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.259375,0.1,causal,False,47511,90403,False,block_boundary_24s_buffer,52792,53691,,,
A1,24,1,-1,55001,55053,0.203125,55568,platform_onset_hypothesis,55850,-1.0,,,55850,platform_end_proxy,2.21484375,3.31640625,1.1015625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.21640625,0.1,causal,False,47511,90403,True,retained,54937,55825,0.0,151.67931936706572,7.811983771176955
A1,25,1,-1,57133,57185,0.203125,57700,platform_onset_hypothesis,58029,-1.0,,,58029,platform_end_proxy,2.21484375,3.5,1.28515625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.4,0.1,causal,False,47511,90403,True,retained,57069,58004,0.0,831.3409571498079,9.35094338557775
A1,26,1,1,59314,59366,0.203125,59881,platform_onset_hypothesis,60125,1.0,,,60125,platform_end_proxy,2.21484375,3.16796875,0.953125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.06796875,0.1,causal,False,47511,90403,True,retained,59250,60100,0.0,343.2408731148796,11.841317470640433
A1,27,1,1,61410,61462,0.203125,61978,platform_onset_hypothesis,62292,1.0,,,62292,platform_end_proxy,2.21875,3.4453125,1.2265625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.3453125,0.1,causal,False,47511,90403,False,quality,61346,62267,0.2854920264488526,1640.263890241777,12.359186047024082
A1,28,1,-1,63575,63627,0.203125,64142,platform_onset_hypothesis,64381,-1.0,,,64381,platform_end_proxy,2.21484375,3.1484375,0.93359375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.0484375,0.1,causal,False,47511,90403,True,retained,63511,64356,0.0,465.5813132371344,22.473293960632745
A1,29,1,-1,65663,65715,0.203125,66231,platform_onset_hypothesis,66575,-1.0,,,66575,platform_end_proxy,2.21875,3.5625,1.34375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.4625,0.1,causal,False,47511,90403,True,retained,65599,66550,0.0,809.813673642326,9.272885165766724
A1,30,1,-1,67860,67912,0.203125,68427,platform_onset_hypothesis,68692,-1.0,,,68692,platform_end_proxy,2.21484375,3.25,1.03515625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.15,0.1,causal,False,47511,90403,True,retained,67796,68667,0.0,131.20162427370974,7.108672142546709
A1,31,1,-1,69976,70028,0.203125,70544,platform_onset_hypothesis,70795,-1.0,,,70795,platform_end_proxy,2.21875,3.19921875,0.98046875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.09921875,0.1,causal,False,47511,90403,True,retained,69912,70770,0.0,607.9446443524309,10.593554120468866
A1,32,1,1,72081,72133,0.203125,72648,platform_onset_hypothesis,72986,1.0,,,72986,platform_end_proxy,2.21484375,3.53515625,1.3203125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.43515625,0.1,causal,False,47511,90403,True,retained,72017,72961,0.0,182.3476031954759,10.18850276037093
A1,33,1,1,74269,74321,0.203125,74837,platform_onset_hypothesis,75138,1.0,,,75138,platform_end_proxy,2.21875,3.39453125,1.17578125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.29453125,0.1,causal,False,47511,90403,True,retained,74205,75113,0.0,110.79097446525638,13.662672640256126
A1,34,1,-1,76422,76474,0.203125,76989,platform_onset_hypothesis,77391,-1.0,,,77391,platform_end_proxy,2.21484375,3.78515625,1.5703125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.68515625,0.1,causal,False,47511,90403,True,retained,76358,77366,0.0,146.16506098643976,10.088925619740486
A1,35,1,1,78674,78726,0.203125,79241,platform_onset_hypothesis,79509,1.0,,,79509,platform_end_proxy,2.21484375,3.26171875,1.046875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.16171875,0.1,causal,False,47511,90403,True,retained,78610,79484,0.0,114.88533162696865,7.495258831453774
A1,36,1,-1,80791,80843,0.203125,81358,platform_onset_hypothesis,81646,-1.0,,,81646,platform_end_proxy,2.21484375,3.33984375,1.125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.23984375,0.1,causal,False,47511,90403,False,quality,80727,81621,0.24417670682730924,1083.7960630468965,12.581197794470881
A1,37,1,-1,82931,82983,0.203125,83499,platform_onset_hypothesis,83790,-1.0,,,83790,platform_end_proxy,2.21875,3.35546875,1.13671875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.25546875,0.1,causal,False,47511,90403,True,retained,82867,83765,0.0,205.45602726555586,27.92253629213019
A1,38,1,-1,85076,85128,0.203125,85643,platform_onset_hypothesis,85922,-1.0,,,85922,platform_end_proxy,2.21484375,3.3046875,1.08984375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.2046875,0.1,causal,False,47511,90403,False,block_boundary_24s_buffer,85012,85897,,,
A1,39,1,-1,87204,87256,0.203125,87772,platform_onset_hypothesis,88067,-1.0,,,88067,platform_end_proxy,2.21875,3.37109375,1.15234375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.27109375,0.1,causal,False,47511,90403,False,block_boundary_24s_buffer,87140,88042,,,
A1,40,1,-1,89353,89405,0.203125,89920,platform_onset_hypothesis,90170,-1.0,,,90170,platform_end_proxy,2.21484375,3.19140625,0.9765625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.09140625,0.1,causal,False,47511,90403,False,block_boundary_24s_buffer,89289,90145,,,
A1,41,2,-1,91453,91505,0.203125,92021,platform_onset_hypothesis,92268,-1.0,,,92268,platform_end_proxy,2.21875,3.18359375,0.96484375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.08359375,0.1,causal,False,90403,133255,False,block_boundary_24s_buffer,91389,92243,,,
A1,42,2,1,93554,93606,0.203125,94122,platform_onset_hypothesis,94412,1.0,,,94412,platform_end_proxy,2.21875,3.3515625,1.1328125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.2515625,0.1,causal,False,90403,133255,False,block_boundary_24s_buffer,93490,94387,,,
A1,43,2,-1,95698,95751,0.20703125,96266,platform_onset_hypothesis,96596,-1.0,,,96596,platform_end_proxy,2.21875,3.5078125,1.2890625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.4078125,0.1,causal,False,90403,133255,False,block_boundary_24s_buffer,95634,96571,,,
A1,44,2,1,97879,97931,0.203125,98446,platform_onset_hypothesis,98713,1.0,,,98713,platform_end_proxy,2.21484375,3.2578125,1.04296875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.1578125,0.1,causal,False,90403,133255,True,retained,97815,98688,0.0,164.22164739384274,10.202633950214079
A1,45,2,-1,99995,100048,0.20703125,100563,platform_onset_hypothesis,100811,-1.0,,,100811,platform_end_proxy,2.21875,3.1875,0.96875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.0875,0.1,causal,False,90403,133255,True,retained,99931,100786,0.0,469.9150942354724,8.467832026832546
A1,46,2,-1,102096,102148,0.203125,102663,platform_onset_hypothesis,102949,-1.0,,,102949,platform_end_proxy,2.21484375,3.33203125,1.1171875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.23203125,0.1,causal,False,90403,133255,False,quality,102032,102924,0.11352657004830918,1012.652179088439,15.495293902744379
A1,47,2,-1,104233,104285,0.203125,104800,platform_onset_hypothesis,105138,-1.0,,,105138,platform_end_proxy,2.21484375,3.53515625,1.3203125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.43515625,0.1,causal,False,90403,133255,True,retained,104169,105113,0.0,264.7895759860021,11.756649675719899
A1,48,2,1,106421,106473,0.203125,106988,platform_onset_hypothesis,107311,1.0,,,107311,platform_end_proxy,2.21484375,3.4765625,1.26171875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.3765625,0.1,causal,False,90403,133255,True,retained,106357,107286,0.0,149.21045764477827,11.760844940746523
A1,49,2,-1,108593,108646,0.20703125,109161,platform_onset_hypothesis,109441,-1.0,,,109441,platform_end_proxy,2.21875,3.3125,1.09375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.2125,0.1,causal,False,90403,133255,True,retained,108529,109416,0.0,324.68027720731897,9.204304390968627
A1,50,2,-1,110726,110778,0.203125,111293,platform_onset_hypothesis,111553,-1.0,,,111553,platform_end_proxy,2.21484375,3.23046875,1.015625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.13046875,0.1,causal,False,90403,133255,True,retained,110662,111528,0.0,395.83505020508494,14.368360500540428
A1,51,2,1,112835,112887,0.203125,113402,platform_onset_hypothesis,113700,1.0,,,113700,platform_end_proxy,2.21484375,3.37890625,1.1640625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.27890625,0.1,causal,False,90403,133255,True,retained,112771,113675,0.007936507936507936,1230.4383214898578,13.138225432628929
A1,52,2,1,114983,115035,0.203125,115551,platform_onset_hypothesis,115865,1.0,,,115865,platform_end_proxy,2.21875,3.4453125,1.2265625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.3453125,0.1,causal,False,90403,133255,True,retained,114919,115840,0.0,1662.9747293530772,13.93418996903091
A1,53,2,1,117148,117200,0.203125,117715,platform_onset_hypothesis,117979,1.0,,,117979,platform_end_proxy,2.21484375,3.24609375,1.03125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.14609375,0.1,causal,False,90403,133255,True,retained,117084,117954,0.006617038875103391,1361.5617141483235,15.920357653006647
A1,54,2,-1,119264,119316,0.203125,119832,platform_onset_hypothesis,120130,-1.0,,,120130,platform_end_proxy,2.21875,3.3828125,1.1640625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.2828125,0.1,causal,False,90403,133255,True,retained,119200,120105,0.0,1221.9500247466535,10.495804433582293
A1,55,2,1,121417,121469,0.203125,121984,platform_onset_hypothesis,122259,1.0,,,122259,platform_end_proxy,2.21484375,3.2890625,1.07421875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.1890625,0.1,causal,False,90403,133255,True,retained,121353,122234,0.0,161.8449021881371,10.906989011620496
A1,56,2,-1,123541,123593,0.203125,124109,platform_onset_hypothesis,124416,-1.0,,,124416,platform_end_proxy,2.21875,3.41796875,1.19921875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.31796875,0.1,causal,False,90403,133255,True,retained,123477,124391,0.0,222.5075489124897,9.360602461563296
A1,57,2,-1,125702,125754,0.203125,126269,platform_onset_hypothesis,126579,-1.0,,,126579,platform_end_proxy,2.21484375,3.42578125,1.2109375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.32578125,0.1,causal,False,90403,133255,True,retained,125638,126554,0.0,205.86423490131548,10.507342147029025
A1,58,2,1,127862,127914,0.203125,128429,platform_onset_hypothesis,128743,1.0,,,128743,platform_end_proxy,2.21484375,3.44140625,1.2265625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.34140625,0.1,causal,False,90403,133255,False,block_boundary_24s_buffer,127798,128718,,,
A1,59,2,1,130027,130079,0.203125,130594,platform_onset_hypothesis,130890,1.0,,,130890,platform_end_proxy,2.21484375,3.37109375,1.15625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.27109375,0.1,causal,False,90403,133255,False,block_boundary_24s_buffer,129963,130865,,,
A1,60,2,-1,132175,132227,0.203125,132742,platform_onset_hypothesis,133052,-1.0,,,133052,platform_end_proxy,2.21484375,3.42578125,1.2109375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.32578125,0.1,causal,False,90403,133255,False,block_boundary_24s_buffer,132111,133027,,,
A1,61,3,1,134336,134388,0.203125,134903,platform_onset_hypothesis,135373,1.0,,,135373,platform_end_proxy,2.21484375,4.05078125,1.8359375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.95078125,0.1,causal,False,133255,176086,False,block_boundary_24s_buffer,134272,135348,,,
A1,62,3,-1,136656,136708,0.203125,137223,platform_onset_hypothesis,137503,-1.0,,,137503,platform_end_proxy,2.21484375,3.30859375,1.09375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.20859375,0.1,causal,False,133255,176086,False,block_boundary_24s_buffer,136592,137478,,,
A1,63,3,1,138788,138841,0.20703125,139356,platform_onset_hypothesis,139658,1.0,,,139658,platform_end_proxy,2.21875,3.3984375,1.1796875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.2984375,0.1,causal,False,133255,176086,False,block_boundary_24s_buffer,138724,139633,,,
A1,64,3,1,140941,140993,0.203125,141508,platform_onset_hypothesis,141755,1.0,,,141755,platform_end_proxy,2.21484375,3.1796875,0.96484375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.0796875,0.1,causal,False,133255,176086,True,retained,140877,141730,0.0,914.0252905414479,14.020026655992012
A1,65,3,-1,143037,143090,0.20703125,143605,platform_onset_hypothesis,143927,-1.0,,,143927,platform_end_proxy,2.21875,3.4765625,1.2578125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.3765625,0.1,causal,False,133255,176086,True,retained,142973,143902,0.0,256.16889807787504,14.260905734482904
A1,66,3,1,145214,145266,0.203125,145781,platform_onset_hypothesis,146056,1.0,,,146056,platform_end_proxy,2.21484375,3.2890625,1.07421875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.1890625,0.1,causal,False,133255,176086,True,retained,145150,146031,0.0,429.9029007614378,12.034182698432005
A1,67,3,-1,147338,147391,0.20703125,147906,platform_onset_hypothesis,148211,-1.0,,,148211,platform_end_proxy,2.21875,3.41015625,1.19140625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.31015625,0.1,causal,False,133255,176086,True,retained,147274,148186,0.0,347.26953943009977,12.788698203344069
A1,68,3,-1,149495,149547,0.203125,150062,platform_onset_hypothesis,150326,-1.0,,,150326,platform_end_proxy,2.21484375,3.24609375,1.03125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.14609375,0.1,causal,False,133255,176086,True,retained,149431,150301,0.0,183.97031687106787,12.328200885533505
A1,69,3,1,151611,151664,0.20703125,152179,platform_onset_hypothesis,152477,1.0,,,152477,platform_end_proxy,2.21875,3.3828125,1.1640625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.2828125,0.1,causal,False,133255,176086,True,retained,151547,152452,0.0,140.12379720656122,10.515029288460623
A1,70,3,1,153760,153812,0.203125,154327,platform_onset_hypothesis,154607,1.0,,,154607,platform_end_proxy,2.21484375,3.30859375,1.09375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.20859375,0.1,causal,False,133255,176086,True,retained,153696,154582,0.0,345.65540586566294,11.311838767455777
A1,71,3,-1,155889,155941,0.203125,156456,platform_onset_hypothesis,156733,-1.0,,,156733,platform_end_proxy,2.21484375,3.296875,1.08203125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.196875,0.1,causal,False,133255,176086,True,retained,155825,156708,0.0,231.8976416566075,13.203305588389298
A1,72,3,1,158017,158069,0.203125,158584,platform_onset_hypothesis,158806,1.0,,,158806,platform_end_proxy,2.21484375,3.08203125,0.8671875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,2.98203125,0.1,causal,False,133255,176086,True,retained,157953,158781,0.0,184.11553238364888,10.166687580315873
A1,73,3,-1,160090,160142,0.203125,160657,platform_onset_hypothesis,160971,-1.0,,,160971,platform_end_proxy,2.21484375,3.44140625,1.2265625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.34140625,0.1,causal,False,133255,176086,True,retained,160026,160946,0.0,621.8392772933314,10.284846174974575
A1,74,3,1,162254,162306,0.203125,162821,platform_onset_hypothesis,163082,1.0,,,163082,platform_end_proxy,2.21484375,3.234375,1.01953125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.134375,0.1,causal,False,133255,176086,True,retained,162190,163057,0.0,559.2763321258549,11.445788443541566
A1,75,3,-1,164367,164419,0.203125,164934,platform_onset_hypothesis,165210,-1.0,,,165210,platform_end_proxy,2.21484375,3.29296875,1.078125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.19296875,0.1,causal,False,133255,176086,True,retained,164303,165185,0.0,951.5978741976076,14.113139872370539
A1,76,3,1,166495,166547,0.203125,167063,platform_onset_hypothesis,167313,1.0,,,167313,platform_end_proxy,2.21875,3.1953125,0.9765625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.0953125,0.1,causal,False,133255,176086,True,retained,166431,167288,0.0,341.5058717342681,12.44977639027249
A1,77,3,-1,168596,168648,0.203125,169163,platform_onset_hypothesis,169453,-1.0,,,169453,platform_end_proxy,2.21484375,3.34765625,1.1328125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.24765625,0.1,causal,False,133255,176086,False,quality,168532,169428,0.2828525641025641,550.1904470438567,10.852272748046289
A1,78,3,-1,170736,170789,0.20703125,171304,platform_onset_hypothesis,171576,-1.0,,,171576,platform_end_proxy,2.21875,3.28125,1.0625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.18125,0.1,causal,False,133255,176086,False,block_boundary_24s_buffer,170672,171551,,,
A1,79,3,-1,172861,172913,0.203125,173429,platform_onset_hypothesis,173717,-1.0,,,173717,platform_end_proxy,2.21875,3.34375,1.125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.24375,0.1,causal,False,133255,176086,False,block_boundary_24s_buffer,172797,173692,,,
